,Country,Country Group,OPEC Member,Year, Crude oil production,Oil demand,Crude oil exports,Imports of crude oil,GDP,Oil Price
1762,Botswana,,No,1994,,,,,4259330999.03151,15.86
1763,Brunei Darussalam,,No,1994,,,,,4087337959.93191,15.86
1764,Burkina Faso,,No,1994,,,,,1895290964.80829,15.86
1765,Burundi,,No,1994,,,,,925030590.153683,15.86
1766,Cabo Verde,,No,1994,,,,,406580652.330537,15.86
1767,Cambodia,,No,1994,,,,,2791435272.26653,15.86
1768,Central African Republic,,No,1994,,,,,851174350.649409,15.86
1769,Comoros,,No,1994,,,,,185761822.560488,15.86
1770,"Congo, Dem. Rep.",,No,1994,,,,,5820383305.54668,15.86
1771,"Congo, Rep.",,No,1994,,,,,1769365438.87155,15.86
1772,Costa Rica,,No,1994,,,,,10432619390.3609,15.86
1773,Cote d'Ivoire,,No,1994,,,,,8313557450.25213,15.86
1774,Cuba,,No,1994,,,,,28448326756.7568,15.86
1775,Cyprus,,No,1994,,,,,7425703928.57143,15.86
1776,Czech Republic,,No,1994,,,,,47554674590.9328,15.86
1777,Djibouti,,No,1994,,,,,491689220.744875,15.86
1778,Dominica,,No,1994,,,,,215459259.259259,15.86
1779,Dominican Republic,,No,1994,,,,,14511134920.6349,15.86
1780,"Egypt, Arab Rep.",,No,1994,,,,,51897983392.6453,15.86
1781,El Salvador,,No,1994,,,,,8085600000.0,15.86
1782,Eritrea,,No,1994,,,,,531688311.688312,15.86
1783,Ethiopia,,No,1994,,,,,6927950564.55657,15.86
1784,Fiji,,No,1994,,,,,1825285158.11762,15.86
1785,Finland,,No,1994,,,,,103321570859.419,15.86
1786,French Polynesia,,No,1994,,,,,3522272321.40766,15.86
1787,"Gambia, The",,No,1994,,,,,746491692.583857,15.86
1788,Georgia,,No,1994,,,,,2513870586.73344,15.86
1789,Greenland,,No,1994,,,,,1005879948.43254,15.86
1790,Grenada,,No,1994,,,,,325111814.814815,15.86
1791,Guatemala,,No,1994,,,,,12983235568.2292,15.86
1792,Guinea,,No,1994,,,,,3383218922.79336,15.86
1793,Guinea-Bissau,,No,1994,,,,,235619994.759074,15.86
1794,Haiti,,No,1994,,,,,2167569095.11746,15.86
1795,Honduras,,No,1994,,,,,3432356578.82219,15.86
1796,"Hong Kong SAR, China",,No,1994,,,,,135812069768.646,15.86
1797,Hungary,,No,1994,,,,,43160392123.6053,15.86
1798,Iceland,,No,1994,,,,,6441621297.77366,15.86
1799,"Iran, Islamic Rep.",,No,1994,,,,,71841461172.5964,15.86
1800,Ireland,,No,1994,,,,,57166035689.0459,15.86
1801,Israel,,No,1994,,,,,86307135996.8118,15.86
1802,Jamaica,,No,1994,,,,,4907861405.82758,15.86
1803,Jordan,,No,1994,,,,,6237739516.24445,15.86
1804,Kenya,,No,1994,,,,,7148145375.78545,15.86
1805,Kiribati,,No,1994,,,,,54832577.8622606,15.86
1806,"Korea, Rep.",,No,1994,,,,,455602962225.403,15.86
1807,Kyrgyz Republic,,No,1994,,,,,1681006993.00699,15.86
1808,Lao PDR,,No,1994,,,,,1543606345.11684,15.86
1809,Lebanon,,No,1994,,,,,9599127049.9375,15.86
1810,Lesotho,,No,1994,,,,,878250450.602681,15.86
1811,Liberia,,No,1994,,,,,132200000.0,15.86
1812,Liechtenstein,,No,1994,,,,,1948118227.68151,15.86
1813,Luxembourg,,No,1994,,,,,18325791415.4811,15.86
1814,"Macao SAR, China",,No,1994,,,,,6265844252.10105,15.86
1815,"Macedonia, FYR",,No,1994,,,,,3381270207.85219,15.86
1816,Madagascar,,No,1994,,,,,2977040722.47057,15.86
1817,Malawi,,No,1994,,,,,1181801919.66833,15.86
1818,Maldives,,No,1994,,,,,355884383.08887,15.86
1819,Mali,,No,1994,,,,,2081846482.74771,15.86
1820,Malta,,No,1994,,,,,2998570146.54095,15.86
1821,Marshall Islands,,No,1994,,,,,108071000.0,15.86
1822,Mauritania,,No,1994,,,,,1315932644.95246,15.86
1823,Mauritius,,No,1994,,,,,3558137040.37772,15.86
1824,"Micronesia, Fed. Sts.",,No,1994,,,,,202500000.0,15.86
1825,Monaco,,No,1994,,,,,2720297738.93904,15.86
1826,Mongolia,,No,1994,,,,,925817092.217484,15.86
1827,Mozambique,,No,1994,,,,,2460670287.73707,15.86
1828,Namibia,,No,1994,,,,,3636645995.26867,15.86
1829,Nepal,,No,1994,,,,,4066775510.20408,15.86
1830,New Caledonia,,No,1994,,,,,3038727617.03901,15.86
1831,Nicaragua,,No,1994,,,,,3863185119.04762,15.86
1832,Niger,,No,1994,,,,,1563207224.65066,15.86
1833,Palau,,No,1994,,,,,83527000.0,15.86
1834,Panama,,No,1994,,,,,9365289800.0,15.86
1835,Papua New Guinea,,No,1994,,,,,5502648500.0,15.86
1836,Paraguay,,No,1994,,,,,7870982170.98217,15.86
1837,Peru,,No,1994,,,,,44882079766.8913,15.86
1838,Portugal,,No,1994,,,,,99698453260.8696,15.86
1839,Puerto Rico,,No,1994,,,,,39690630000.0,15.86
1840,Russian Federation,,No,1994,,,,,395077301248.464,15.86
1841,Rwanda,,No,1994,,,,,753636370.454546,15.86
1842,Samoa,,No,1994,,,,,221098106.508876,15.86
1843,Senegal,,No,1994,,,,,3877196914.93966,15.86
1844,Seychelles,,No,1994,,,,,486451204.557142,15.86
1845,Sierra Leone,,No,1994,,,,,911915970.683484,15.86
1846,Slovak Republic,,No,1994,,,,,20079363625.5784,15.86
1847,Solomon Islands,,No,1994,,,,,464756638.512487,15.86
1848,Sri Lanka,,No,1994,,,,,11717604208.8223,15.86
1849,St. Kitts and Nevis,,No,1994,,,,,277567259.259259,15.86
1850,St. Lucia,,No,1994,,,,,600005555.555556,15.86
1851,St. Vincent and the Grenadines,,No,1994,,,,,289438481.481481,15.86
1852,Sudan,,No,1994,,,,,12794192334.2541,15.86
1853,Suriname,,No,1994,,,,,605492537.313433,15.86
1854,Swaziland,,No,1994,,,,,1419293454.99606,15.86
1855,Switzerland,,No,1994,,,,,292646657673.466,15.86
1856,Syrian Arab Republic,,No,1994,,,,,10122020000.0,15.86
1857,Tajikistan,,No,1994,,,,,1346074611.47792,15.86
1858,Tanzania,,No,1994,,,,,4510846967.8742,15.86
1859,Togo,,No,1994,,,,,982624324.505898,15.86
1860,Tonga,,No,1994,,,,,193775943.038933,15.86
1861,Trinidad and Tobago,,No,1994,,,,,4947205860.01451,15.86
1862,Tuvalu,,No,1994,,,,,10886825.5592923,15.86
1863,Uganda,,No,1994,,,,,3990430446.71216,15.86
1864,Uruguay,,No,1994,,,,,17474578502.4346,15.86
1865,Uzbekistan,,No,1994,,,,,12899156990.6156,15.86
1866,Vanuatu,,No,1994,,,,,219260341.050642,15.86
1867,"Venezuela, RB",,No,1994,,,,,56531046464.6465,15.86
1868,West Bank and Gaza,,No,1994,,,,,2843300000.0,15.86
1869,"Yemen, Rep.",,No,1994,,,,,4167356037.1517,15.86
1870,Zambia,,No,1994,,,,,3656647744.24858,15.86
1871,Zimbabwe,,No,1994,,,,,6890675000.0,15.86
1872,Algeria,Africa ,Yes,1995,752.5,179.77123287671233,332.8,9.265315068493152,41764052457.8814,17.02
1873,Angola,Africa ,Yes,1995,607.148,32.50188581958136,566.7,0.0,5039552482.42778,17.02
1874,Argentina,Latin America,No,1995,719.26,486.5726027397261,,,258031750000.0,17.02
1875,Australia,OECD Asia Pacific,No,1995,389.674,810.1397260273973,174.5569315068493,279.51707,368391743391.743,17.02
1876,Azerbaijan,Other Eurasia,No,1995,178.667,124.46,0.0,,3052467522.36104,17.02
1877,Bahrain,Middle East ,No,1995,145.374,,0.0,208.82,5849467819.14894,17.02
1878,Brazil,Latin America,No,1995,693.024,1823.763978559381,13.44016,503.343274,785643456467.255,17.02
1879,Brunei,Other Asia,No,1995,157.45000000000002,,173.75598,,,17.02
1880,Cameroon,Africa ,No,1995,100.0,,,,9643953174.77349,17.02
1881,Canada,OECD Americas,No,1995,1380.171,1817.345205479452,907.70132,589.6403835616438,604031623433.401,17.02
1882,Chad,Africa ,No,1995,0.0,,,,1445919969.89272,17.02
1883,Chile,OECD Americas,No,1995,22.58,203.03013698630136,,151.28,73447063319.3034,17.02
1884,China,China,No,1995,2996.167,3218.166923287672,345.92593,342.736438,734547898220.508,17.02
1885,Colombia,Latin America,No,1995,584.886,291.54246575342466,331.37808,,92507279383.0387,17.02
1886,Congo,Africa ,Yes,1995,179.588,2.0671542935945064,175.74088,0.0,,17.02
1887,Denmark,OECD Europe,No,1995,186.019,,,,185006961302.299,17.02
1888,Ecuador,Latin America,No,1995,380.505,122.83983561643834,250.42,0.0,24432884442.2211,17.02
1889,Egypt,Africa ,No,1995,878.97,413.2109589041096,397.21773,0.0,,17.02
1890,Equatorial Guinea,Africa ,Yes,1995,2.585,0.8,0.7139759372689364,,141853368.256815,17.02
1891,Gabon,Africa ,Yes,1995,349.726,14.673397652071916,350.31498,0.0,4958845906.34769,17.02
1892,Ghana,Africa ,No,1995,6.0,,,,6465137614.6789,17.02
1893,Guyana,Latin America,No,1995,0.0,,,,621626785.915493,17.02
1894,India,India,No,1995,695.2080000000001,1564.1260273972605,0.0,557.327342,355475984176.175,17.02
1895,Indonesia,Other Asia,No,1995,1328.408,792.960082191781,835.75,191.000904,215215297396.313,17.02
1896,IR Iran,Middle East ,Yes,1995,3595.0,,2621.0,0.0,,17.02
1897,Iraq,Middle East ,Yes,1995,736.89,399.2764369526772,63.5,0.0,,17.02
1898,Kazakhstan,Other Eurasia,No,1995,362.584,243.4471232876712,210.33014,,20374307047.115,17.02
1899,Kuwait,Middle East ,Yes,1995,2006.6,161.76709589041096,1186.4,0.0,27191689008.0429,17.02
1900,Libya,Africa ,Yes,1995,1399.038,198.0886814629906,1120.3,0.0,25544128198.9955,17.02
1901,Malaysia,Other Asia,No,1995,638.165,411.8657534246576,401.17865,26.855388813096862,88704944178.6284,17.02
1902,Mexico,OECD Americas,No,1995,2617.765,1800.7780821917809,1429.1944383561645,,343792792161.261,17.02
1903,Nigeria,Africa ,Yes,1995,1842.594,194.6997634703196,1665.0,0.0,28546958641.2735,17.02
1904,Norway,OECD Europe,No,1995,2697.579,,2482.66022,,152027402449.804,17.02
1905,Oman,Middle East ,No,1995,848.062,,,,13802600780.2341,17.02
1906,Qatar,Middle East ,No,1995,449.178,20.31313176694593,333.0,0.0,8137911978.02198,17.02
1907,Russia,Russia,No,1995,6033.7300000000005,3122.4835479452045,2503.85765,170.5459726027397,,17.02
1908,Saudi Arabia,Middle East ,Yes,1995,8023.4,1089.332844104448,6290.8,0.0,143343036341.789,17.02
1909,Sudans,Africa ,No,1995,0.0,,0.0,,,17.02
1910,Syrian Arab Rep.,Middle East ,No,1995,622.81,,,,,17.02
1911,Thailand,Other Asia,No,1995,42.427,692.3041095890411,,476.888942,169278552851.272,17.02
1912,United Arab Emirates,Middle East ,Yes,1995,2148.0,420.0640601034656,1925.0,0.0,65743666575.8649,17.02
1913,United Kingdom,OECD Europe,No,1995,2488.238,1816.049315068493,1614.292493150685,826.2476712328768,1335218557677.13,17.02
1914,United States,OECD Americas,No,1995,6559.637000000001,17978.430136986302,95.0,7230.0,7664060000000.0,17.02
1915,Venezuela,Latin America,Yes,1995,2378.5,428.658301369863,1819.9,0.0,,17.02
1916,Vietnam,Other Asia,No,1995,173.30100000000002,106.5068493150685,173.0,,20736164458.9505,17.02
1917,Yemen,Middle East ,No,1995,340.326,,,,,17.02
1918,Belarus,,No,1995,,209.68,,227.22085,13972630803.5817,17.02
1919,Belgium,,No,1995,,549.841095890411,,531.3467123287671,289567323481.117,17.02
1920,Bulgaria,,No,1995,,143.60671292785148,,160.115315,13063422619.0476,17.02
1921,Croatia,,No,1995,,89.8027397260274,,84.4106301369863,22387561845.2244,17.02
1922,France,,No,1995,,1919.928767123288,,1557.089178082192,1609892232882.11,17.02
1923,Germany,,No,1995,,2882.0575342465754,,2040.66325,2591620035485.19,17.02
1924,I.R.Iran,,No,1995,,1168.2271320936875,,,,17.02
1925,Italy,,No,1995,,1941.975342465753,,1491.90341,1170787352906.22,17.02
1926,Japan,,No,1995,,5693.224657534247,,4552.79724,5449116304981.1,17.02
1927,Netherlands,,No,1995,,767.5095890410959,,1098.9780547945206,446528959648.641,17.02
1928,New Zealand,,No,1995,,122.28767123287672,,,63918703506.9075,17.02
1929,Pakistan,,No,1995,,292.227397260274,,,60636022422.6176,17.02
1930,Philippines,,No,1995,,355.27945205479455,,328.944301,74119987244.5011,17.02
1931,Poland,,No,1995,,317.4958904109589,,,142137319587.629,17.02
1932,Romania,,No,1995,,260.5041095890411,,178.002151,37662075750.123,17.02
1933,Serbia,,No,1995,,77.25890410958904,,,16750000000.0,17.02
1934,Singapore,,No,1995,,518.0438356164384,,1037.11521,87890009877.24,17.02
1935,South Africa,,No,1995,,445.82278732631767,,297.2900316436862,155460285076.232,17.02
1936,South Korea,,No,1995,,2007.660273972603,,1712.1822465753426,,17.02
1937,Spain,,No,1995,,1189.317808219178,,1109.0941369863017,612939685081.398,17.02
1938,Syria,,No,1995,,244.27671232876716,,,,17.02
1939,Tunisia,,No,1995,,70.24383561643836,,,18030876599.3444,17.02
1940,Turkey,,No,1995,,608.2657534246575,,500.46877,169485941048.035,17.02
1941,Turkmenistan,,No,1995,,53.41,,,2482228439.71407,17.02
1942,Ukraine,,No,1995,,393.7342465753424,,266.7287671232877,48213868178.0873,17.02
1943,Trinidad & Tobago,,No,1995,,,58.95342,27.33468493150685,,17.02
1944,Eqautorial Guinea,,No,1995,,,,0.0,,17.02
1945,Greece,,No,1995,,,,309.51980821917806,136878366230.328,17.02
1946,Morocco,,No,1995,,,,132.78137,39030285468.3841,17.02
1947,Sweden,,No,1995,,,,370.1557260273973,264051981551.316,17.02
1948,Arab World,,No,1995,,,,,523759898278.581,17.02
1949,Caribbean small states,,No,1995,,,,,21134854978.4877,17.02
1950,Central Europe and the Baltics,,No,1995,,,,,386483907816.169,17.02
1951,Early-demographic dividend,,No,1995,,,,,2482548280990.99,17.02
1952,East Asia & Pacific,,No,1995,,,,,8310311039754.74,17.02
1953,East Asia & Pacific (excluding high income),,No,1995,,,,,1327345521155.67,17.02
1954,East Asia & Pacific (IDA & IBRD countries),,No,1995,,,,,1324594532297.9,17.02
1955,Euro area,,No,1995,,,,,7520701639391.15,17.02
1956,Europe & Central Asia,,No,1995,,,,,10845175383743.5,17.02
1957,Europe & Central Asia (excluding high income),,No,1995,,,,,776931366529.201,17.02
1958,Europe & Central Asia (IDA & IBRD countries),,No,1995,,,,,918930607816.262,17.02
1959,European Union,,No,1995,,,,,9626424133285.32,17.02
1960,Heavily indebted poor countries (HIPC),,No,1995,,,,,126833608615.718,17.02
1961,High income,,No,1995,,,,,25839440231944.2,17.02
1962,IBRD only,,No,1995,,,,,4890357861496.17,17.02
1963,IDA & IBRD total,,No,1995,,,,,5223225373502.85,17.02
1964,IDA blend,,No,1995,,,,,140582479963.877,17.02
1965,IDA only,,No,1995,,,,,191139487030.569,17.02
1966,IDA total,,No,1995,,,,,331653789329.34,17.02
1967,Late-demographic dividend,,No,1995,,,,,3032822828435.27,17.02
1968,Latin America & Caribbean,,No,1995,,,,,1916099952742.19,17.02
1969,Latin America & Caribbean (excluding high income),,No,1995,,,,,1760538940820.6,17.02
1970,Latin America & the Caribbean (IDA & IBRD countries),,No,1995,,,,,1829060058155.86,17.02
1971,Least developed countries: UN classification,,No,1995,,,,,152281115075.301,17.02
1972,Low & middle income,,No,1995,,,,,5019183141467.46,17.02
1973,Low income,,No,1995,,,,,83705340575.9305,17.02
1974,Lower middle income,,No,1995,,,,,1147028091028.64,17.02
1975,Middle East & North Africa,,No,1995,,,,,708751921751.876,17.02
1976,Middle East & North Africa (excluding high income),,No,1995,,,,,340941052118.941,17.02
1977,Middle East & North Africa (IDA & IBRD countries),,No,1995,,,,,337619748312.89,17.02
1978,Middle income,,No,1995,,,,,4936867401153.25,17.02
1979,North America,,No,1995,,,,,8270122373385.4,17.02
1980,OECD members,,No,1995,,,,,25426718095808.1,17.02
1981,Other small states,,No,1995,,,,,69642896354.1044,17.02
1982,Pacific island small states,,No,1995,,,,,3668261062.14152,17.02
1983,Post-demographic dividend,,No,1995,,,,,24868835052199.0,17.02
1984,Pre-demographic dividend,,No,1995,,,,,155730586475.494,17.02
1985,Small states,,No,1995,,,,,94366389839.5722,17.02
1986,South Asia,,No,1995,,,,,474034412840.605,17.02
1987,South Asia (IDA & IBRD),,No,1995,,,,,474034412840.605,17.02
1988,Sub-Saharan Africa,,No,1995,,,,,337411634256.534,17.02
1989,Sub-Saharan Africa (excluding high income),,No,1995,,,,,336899828856.759,17.02
1990,Sub-Saharan Africa (IDA & IBRD countries),,No,1995,,,,,337411634256.534,17.02
1991,Upper middle income,,No,1995,,,,,3790084357284.85,17.02
1992,World,,No,1995,,,,,30872586998056.7,17.02
1993,Albania,,No,1995,,,,,2424499009.14264,17.02
1994,Andorra,,No,1995,,,,,1178738991.19295,17.02
1995,Antigua and Barbuda,,No,1995,,,,,577280740.740741,17.02
1996,Armenia,,No,1995,,,,,1468317350.06841,17.02
1997,Aruba,,No,1995,,,,,1320670391.06145,17.02
1998,Austria,,No,1995,,,,,241038283062.645,17.02
1999,"Bahamas, The",,No,1995,,,,,3429000000.0,17.02
2000,Bangladesh,,No,1995,,,,,37939748051.3878,17.02
2001,Barbados,,No,1995,,,,,2261969870.23318,17.02
2002,Belize,,No,1995,,,,,620140400.0,17.02
2003,Benin,,No,1995,,,,,2169627250.93379,17.02
2004,Bermuda,,No,1995,,,,,2030749952.0,17.02
2005,Bhutan,,No,1995,,,,,303053462.843047,17.02
2006,Bolivia,,No,1995,,,,,6715220507.05164,17.02
2007,Bosnia and Herzegovina,,No,1995,,,,,1866572953.73666,17.02
2008,Botswana,,No,1995,,,,,4730611067.02258,17.02
2009,Brunei Darussalam,,No,1995,,,,,4734020036.68689,17.02
2010,Burkina Faso,,No,1995,,,,,2379518099.2266,17.02
2011,Burundi,,No,1995,,,,,1000428393.88528,17.02
2012,Cabo Verde,,No,1995,,,,,487148993.533109,17.02
2013,Cambodia,,No,1995,,,,,3441205692.9166,17.02
2014,Central African Republic,,No,1995,,,,,1115389731.79119,17.02
2015,Comoros,,No,1995,,,,,231896229.562629,17.02
2016,"Congo, Dem. Rep.",,No,1995,,,,,5643439262.21735,17.02
2017,"Congo, Rep.",,No,1995,,,,,2116003868.17928,17.02
2018,Costa Rica,,No,1995,,,,,11513472693.8707,17.02
2019,Cote d'Ivoire,,No,1995,,,,,11000146839.497,17.02
2020,Cuba,,No,1995,,,,,30429803651.2192,17.02
2021,Cyprus,,No,1995,,,,,9826778783.9586,17.02
2022,Czech Republic,,No,1995,,,,,59775697061.0399,17.02
2023,Djibouti,,No,1995,,,,,497723960.589913,17.02
2024,Dominica,,No,1995,,,,,224037037.037037,17.02
2025,Dominican Republic,,No,1995,,,,,16358496124.031,17.02
2026,"Egypt, Arab Rep.",,No,1995,,,,,60159245060.4542,17.02
2027,El Salvador,,No,1995,,,,,9500500000.0,17.02
2028,Eritrea,,No,1995,,,,,578015625.0,17.02
2029,Estonia,,No,1995,,,,,4373665145.55468,17.02
2030,Ethiopia,,No,1995,,,,,7663984567.90123,17.02
2031,Fiji,,No,1995,,,,,1970347720.96992,17.02
2032,Finland,,No,1995,,,,,134199346405.229,17.02
2033,French Polynesia,,No,1995,,,,,3982374845.92709,17.02
2034,"Gambia, The",,No,1995,,,,,785996982.492168,17.02
2035,Georgia,,No,1995,,,,,2693731865.97036,17.02
2036,Greenland,,No,1995,,,,,1208946165.92889,17.02
2037,Grenada,,No,1995,,,,,342172518.518519,17.02
2038,Guatemala,,No,1995,,,,,14655487455.7333,17.02
2039,Guinea,,No,1995,,,,,3693753379.05992,17.02
2040,Guinea-Bissau,,No,1995,,,,,253966919.939838,17.02
2041,Haiti,,No,1995,,,,,2813313281.80715,17.02
2042,Honduras,,No,1995,,,,,3911053180.39625,17.02
2043,"Hong Kong SAR, China",,No,1995,,,,,144652912433.103,17.02
2044,Hungary,,No,1995,,,,,46418916500.3536,17.02
2045,Iceland,,No,1995,,,,,7181787873.86945,17.02
2046,"Iran, Islamic Rep.",,No,1995,,,,,96419225743.6737,17.02
2047,Ireland,,No,1995,,,,,69222624494.9495,17.02
2048,Isle of Man,,No,1995,,,,,914727080.643268,17.02
2049,Israel,,No,1995,,,,,100343219506.525,17.02
2050,Jamaica,,No,1995,,,,,5779285207.92079,17.02
2051,Jordan,,No,1995,,,,,6727446632.42009,17.02
2052,Kenya,,No,1995,,,,,9046326059.98857,17.02
2053,Kiribati,,No,1995,,,,,56338028.1690141,17.02
2054,"Korea, Rep.",,No,1995,,,,,556130926912.754,17.02
2055,Kyrgyz Republic,,No,1995,,,,,1661018518.51852,17.02
2056,Lao PDR,,No,1995,,,,,1763536304.53964,17.02
2057,Latvia,,No,1995,,,,,5788368511.12379,17.02
2058,Lebanon,,No,1995,,,,,11718795528.4939,17.02
2059,Lesotho,,No,1995,,,,,1001889856.91048,17.02
2060,Liberia,,No,1995,,,,,134800000.0,17.02
2061,Liechtenstein,,No,1995,,,,,2428461395.34884,17.02
2062,Lithuania,,No,1995,,,,,7870782260.51698,17.02
2063,Luxembourg,,No,1995,,,,,21588170498.0843,17.02
2064,"Macao SAR, China",,No,1995,,,,,6996034036.99892,17.02
2065,"Macedonia, FYR",,No,1995,,,,,4449375346.45669,17.02
2066,Madagascar,,No,1995,,,,,3159901231.97468,17.02
2067,Malawi,,No,1995,,,,,1397454122.24047,17.02
2068,Maldives,,No,1995,,,,,398988954.970263,17.02
2069,Mali,,No,1995,,,,,2706425298.36818,17.02
2070,Malta,,No,1995,,,,,3439931906.61479,17.02
2071,Marshall Islands,,No,1995,,,,,120230000.0,17.02
2072,Mauritania,,No,1995,,,,,1415296704.11812,17.02
2073,Mauritius,,No,1995,,,,,4040345933.29231,17.02
2074,"Micronesia, Fed. Sts.",,No,1995,,,,,222103600.0,17.02
2075,Moldova,,No,1995,,,,,1752975841.35916,17.02
2076,Monaco,,No,1995,,,,,3130270918.79061,17.02
2077,Mongolia,,No,1995,,,,,1452165005.2384,17.02
2078,Mozambique,,No,1995,,,,,2521738759.58885,17.02
2079,Namibia,,No,1995,,,,,3942478205.7291,17.02
2080,Nepal,,No,1995,,,,,4401104417.67068,17.02
2081,New Caledonia,,No,1995,,,,,3628440274.67,17.02
2082,Nicaragua,,No,1995,,,,,4140470000.0,17.02
2083,Niger,,No,1995,,,,,1880803361.68562,17.02
2084,Palau,,No,1995,,,,,95237000.0,17.02
2085,Panama,,No,1995,,,,,9573813700.0,17.02
2086,Papua New Guinea,,No,1995,,,,,4636113480.00001,17.02
2087,Paraguay,,No,1995,,,,,9062131307.88275,17.02
2088,Peru,,No,1995,,,,,53312793687.3836,17.02
2089,Portugal,,No,1995,,,,,118133634071.912,17.02
2090,Puerto Rico,,No,1995,,,,,42647331000.0,17.02
2091,Russian Federation,,No,1995,,,,,395531066563.296,17.02
2092,Rwanda,,No,1995,,,,,1293535010.94467,17.02
2093,Samoa,,No,1995,,,,,224865731.381903,17.02
2094,Senegal,,No,1995,,,,,4878719133.22771,17.02
2095,Seychelles,,No,1995,,,,,508221508.221508,17.02
2096,Sierra Leone,,No,1995,,,,,870758739.40678,17.02
2097,Slovak Republic,,No,1995,,,,,25733043137.2549,17.02
2098,Slovenia,,No,1995,,,,,21273055398.3017,17.02
2099,Solomon Islands,,No,1995,,,,,519334096.714525,17.02
2100,Sri Lanka,,No,1995,,,,,13029697560.9756,17.02
2101,St. Kitts and Nevis,,No,1995,,,,,299699666.666667,17.02
2102,St. Lucia,,No,1995,,,,,640449518.518518,17.02
2103,St. Vincent and the Grenadines,,No,1995,,,,,316008481.481481,17.02
2104,Sudan,,No,1995,,,,,13829744878.6366,17.02
2105,Suriname,,No,1995,,,,,693970588.235294,17.02
2106,Swaziland,,No,1995,,,,,1698982437.76019,17.02
2107,Switzerland,,No,1995,,,,,342617007103.594,17.02
2108,Syrian Arab Republic,,No,1995,,,,,11396706586.8263,17.02
2109,Tajikistan,,No,1995,,,,,1231523034.78397,17.02
2110,Tanzania,,No,1995,,,,,5255221424.80962,17.02
2111,Togo,,No,1995,,,,,1309382885.33029,17.02
2112,Tonga,,No,1995,,,,,202547013.927138,17.02
2113,Trinidad and Tobago,,No,1995,,,,,5329214163.22001,17.02
2114,Tuvalu,,No,1995,,,,,11025945.1445515,17.02
2115,Uganda,,No,1995,,,,,5755818947.42125,17.02
2116,Uruguay,,No,1995,,,,,19297663096.5506,17.02
2117,Uzbekistan,,No,1995,,,,,13350468917.4115,17.02
2118,Vanuatu,,No,1995,,,,,233902114.8683,17.02
2119,"Venezuela, RB",,No,1995,,,,,74906532239.819,17.02
2120,West Bank and Gaza,,No,1995,,,,,3282800000.0,17.02
2121,"Yemen, Rep.",,No,1995,,,,,4258788725.44991,17.02
2122,Zambia,,No,1995,,,,,3807067121.8609,17.02
2123,Zimbabwe,,No,1995,,,,,7111270700.0,17.02
2124,Algeria,Africa ,Yes,1996,805.7,177.08449315068492,390.8,6.938958904109589,46941496779.8499,20.64
2125,Angola,Africa ,Yes,1996,679.221,34.794697763985944,621.8,0.0,7526446605.51712,20.64
2126,Argentina,Latin America,No,1996,783.128,491.292349726776,,,272149750000.0,20.64
2127,Australia,OECD Asia Pacific,No,1996,410.224,830.5081967213115,161.18,346.08633,401819423368.74,20.64
2128,Azerbaijan,Other Eurasia,No,1996,177.066,124.34,0.0,,3176749593.11788,20.64
2129,Bahrain,Middle East ,No,1996,174.339,,0.0,226.80409,6101861436.17021,20.64
2130,Brazil,Latin America,No,1996,783.751,1904.9778267834415,2.06202,570.301279,850425828275.793,20.64
2131,Brunei,Other Asia,No,1996,148.354,,160.6086,,,20.64
2132,Cameroon,Africa ,No,1996,92.514,,,,10513387441.6194,20.64
2133,Canada,OECD Americas,No,1996,1401.2720000000002,1870.642076502732,972.799616438356,682.0177808219178,628546387972.131,20.64
2134,Chad,Africa ,No,1996,0.0,,,,1607345450.04578,20.64
2135,Chile,OECD Americas,No,1996,9.148,218.26775956284152,,158.6653,78039572221.6024,20.64
2136,China,China,No,1996,3173.175,3538.974827868853,406.58044,453.579288,863746717503.789,20.64
2137,Colombia,Latin America,No,1996,625.093,300.275956284153,324.311,,97160109277.8087,20.64
2138,Congo,Africa ,Yes,1996,206.811,1.755409572410808,189.10356,0.0,,20.64
2139,Denmark,OECD Europe,No,1996,208.567,,,,187632400365.599,20.64
2140,Ecuador,Latin America,No,1996,377.93,136.90243835616437,240.54,0.0,25226393196.5983,20.64
2141,Egypt,Africa ,No,1996,843.997,426.9726775956284,355.18225,0.0,,20.64
2142,Equatorial Guinea,Africa ,Yes,1996,12.931,0.8,13.8474103693564,,232463036.435759,20.64
2143,Gabon,Africa ,Yes,1996,364.758,15.303617194027249,348.89878,0.0,5694040336.82571,20.64
2144,Ghana,Africa ,No,1996,6.751,,,,6934984709.48012,20.64
2145,Guyana,Latin America,No,1996,0.0,,,,705406001.424501,20.64
2146,India,India,No,1996,661.119,1696.0573770491803,0.0,691.125041,387656017799.599,20.64
2147,Indonesia,Other Asia,No,1996,1326.762,868.7942345299118,803.24617,200.959123,242086489086.889,20.64
2148,IR Iran,Middle East ,Yes,1996,3596.0,,2630.0,1.3035616438356166,,20.64
2149,Iraq,Middle East ,Yes,1996,740.421,386.648206531368,88.1,0.0,,20.64
2150,Kazakhstan,Other Eurasia,No,1996,427.077,205.8504098360656,229.5,,21035357832.8019,20.64
2151,Kuwait,Middle East ,Yes,1996,2005.6,157.82146268433263,1224.2,0.0,31493987641.9506,20.64
2152,Libya,Africa ,Yes,1996,1394.005,200.3,1123.4,0.0,27884615384.6154,20.64
